year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office
2018,March 2nd,Ailecek ÅžaÅŸkÄ±nÄ±z,Comedy,9231581.00,n/a,9231581.00
2018,March 2nd,American Socialist: The Life & Times of Eugene Victor Debs,Documentary,,12610.00,
2017,March 10th,Gomorroide,Comedy,466025.00,n/a,466025.00
2017,March 10th,La Fontaine fait son cinÃ©ma,Adventure,1702.00,n/a,1702.00
2017,March 10th,Fight,,120354.00,n/a,120354.00
2017,March 10th,A Few Less Men,Comedy,275600.00,n/a,275600.00
2018,March 2nd,Una Aventura Simple,,183.00,n/a,183.00
2017,March 10th,"GekijÃ´ban Urutoraman Ã”bu: Kizuna no chikara, okarishimasu!",Action,473282.00,n/a,473282.00
2017,March 10th,DiÃ© xian guÇ� tÃ¡n 2,Horror,1854170.00,n/a,1854170.00
2017,March 10th,De Plus Belle,Comedy,556600.00,n/a,556600.00
2017,March 10th,David Stratton: A Cinematic Life,Documentary,46468.00,n/a,46468.00
2017,March 10th,Chiadan: Joshi kousei ga chiadansu de zenbei seihashichatta honto no hanashi,,9170294.00,n/a,9170294.00
2017,March 10th,The Dark Below,Thriller/Suspense,,n/a,
2017,March 10th,Betting on Zero,Documentary,,n/a,
2017,March 10th,Deli AÅŸk,Comedy,1185579.00,n/a,1185579.00
2017,March 10th,The Chamber,Thriller/Suspense,1319.00,n/a,1319.00
2017,March 10th,Baby Phone,Comedy,551802.00,n/a,551802.00
2017,March 10th,Actor Martinez,Drama,,n/a,
2017,March 10th,The Artist: Reborn,Drama,27483.00,n/a,27483.00
2017,March 10th,Badrinath Ki Dulhania,Comedy,23430658.00,1993259.00,25423917.00
2017,March 10th,Den Allvarsamma Leken,Drama,86222.00,n/a,86222.00
2017,March 9th,Il Padre D'Italia,Drama,181606.00,n/a,181606.00
2017,March 9th,Uncertain,Documentary,,29736.00,
2017,March 8th,Sister Cities,Drama,,n/a,
2017,March 8th,Lyubov s ogranicheniyami,Drama,1267805.00,n/a,1267805.00
2017,March 4th,JÄ«nghÃºn xiÃ¹huÄ�xiÃ©,Horror,851257.00,n/a,851257.00
2008,December 12th,What Doesn't Kill You,Drama,45370.00,n/a,45370.00
2017,March 8th,"Love, Sweat & Tears",Documentary,,512.00,
2017,March 31st,The Prison,Action,21315070.00,207481.00,21522551.00
2008,December 12th,Rab Ne Bana Di Jodi,Drama,8585000.00,2074346.00,10659346.00
2008,December 12th,Nothing Like the Holidays,Comedy,15754.00,7503736.00,7519490.00
2008,December 12th,Gran Torino,Drama,126447783.00,148095302.00,274543085.00
2008,December 12th,Doubt,Drama,19744631.00,33446470.00,53191101.00
2008,December 12th,Dean Spanley,Comedy,,n/a,
2008,December 12th,Delgo,Adventure,,915840.00,
2008,December 12th,The Kings of Appletown,Action,,n/a,
2008,December 12th,Los CronocrÃ­menes,Thriller/Suspense,525347.00,39127.00,564474.00
2008,December 12th,Dark Streets,Drama,,10958.00,
2008,December 12th,The Day the Earth Stood Still,Adventure,158003372.00,79366978.00,237370350.00
2008,December 12th,"Che, Part 1: The Argentine",Drama,29824849.00,1802521.00,31627370.00
2008,December 8th,The Boy Next Door,Thriller/Suspense,,n/a,
2008,December 5th,Staub,Documentary,,2072.00,
2008,December 10th,The Reader,Drama,78770468.00,34194407.00,112964875.00
2008,December 10th,Wendy and Lucy,Drama,550351.00,865695.00,1416046.00
2008,December 5th,Let Them Chirp Awhile,,,n/a,
2008,December 5th,Punisher: War Zone,Action,2106557.00,8050977.00,10157534.00
2008,December 5th,Hunger,Drama,38788.00,154084.00,192872.00
2008,December 5th,A Good Day to be Black and Sexy,Drama,,8629.00,
2008,December 5th,Nobel Son,Thriller/Suspense,5200.00,539572.00,544772.00
2008,December 5th,Don Carlo,Concert/Performance,,27834.00,
2011,September 30th,Finding Joe,Documentary,,55518.00,
2011,September 30th,Fancypants,Comedy,,4227.00,
2011,September 30th,Courageous,Drama,663663.00,35017223.00,35680886.00
2008,December 5th,Frost/Nixon,Drama,9830914.00,18622031.00,28452945.00
2011,September 30th,Bunraku,Action,,n/a,
2011,September 30th,Dream House,Horror,20339826.00,21302340.00,41642166.00
2011,September 30th,"Filth to Ashes, Flesh to Dust",Horror,,196147.00,
2011,September 30th,Breakaway,Comedy,183057.00,1481735.00,1664792.00
2011,September 30th,Benda Bilili!,Documentary,,13420.00,
2011,September 30th,American Teacher,Documentary,,35148.00,
2011,September 29th,HuÃ  BÃ¬,Action,28134879.00,n/a,28134879.00
2011,September 30th,50/50,Black Comedy,6318617.00,35016118.00,41334735.00
2011,September 28th,Un heureux Ã©vÃ©nement,,1407394.00,n/a,1407394.00
2011,September 27th,Inni,Concert/Performance,70963.00,123988.00,194951.00
2011,February 8th,Bai she chuan shuo,Action,32123862.00,18759.00,32142621.00
2011,September 23rd,Zi Zhai,Horror,1549982.00,n/a,1549982.00
2011,September 28th,You Donâ€™t Like the Truth: 4 Days Inside GuantÃ¡namo,Documentary,,n/a,
2011,September 23rd,Weekend,Drama,1092993.00,484592.00,1577585.00
2011,September 23rd,Thunder Soul,Documentary,,143986.00,
2011,June 18th,Toast,Drama,168968.00,n/a,168968.00
2011,March 5th,Red State,Horror,918167.00,1065429.00,1983596.00
2011,September 23rd,Puncture,Drama,18883.00,67071.00,85954.00
2014,July 25th,Hercules,Adventure,170700000.00,72688614.00,243388614.00
2011,September 23rd,Moteki,Romantic Comedy,23442024.00,n/a,23442024.00
2014,July 22nd,Glenn Beckâ€™s We Will Not Conform,Documentary,,n/a,
2011,September 23rd,Moneyball,Drama,35695343.00,75605492.00,111300835.00
2014,July 18th,Thereâ€™s No Place Like Utopia,Documentary,,45254.00,
2014,July 18th,Wish I Was Here,Comedy,3000066.00,3591299.00,6591365.00
2014,July 22nd,Qi Cai Tian Ye,Drama,730000.00,n/a,730000.00
2014,July 18th,Persecuted,Drama,,1557494.00,
2014,July 18th,Pudsey the Dog: The Movie,Adventure,,n/a,
2014,July 18th,Jing Cheng 81 Hao,Horror,65220000.00,n/a,65220000.00
2014,July 20th,Monty Python Live,Concert/Performance,2215461.00,n/a,2215461.00
2014,July 18th,Andre Rieu's 2014 Maastricht Concert,Concert/Performance,2190155.00,n/a,2190155.00
2014,July 18th,An American in Hollywood,Drama,,n/a,
2014,July 18th,I Origins,Drama,515927.00,336472.00,852399.00
2014,July 18th,Among Ravens,Drama,,n/a,
2014,July 18th,Aftermath,Horror,,n/a,
2014,July 18th,Alive Inside,Documentary,,256682.00,
2014,July 17th,A Promise,Drama,1505231.00,n/a,1505231.00
2014,July 17th,Xiao shi dai 3,Drama,75490000.00,n/a,75490000.00
2014,July 18th,Planes: Fire and Rescue,Adventure,97241912.00,59157732.00,156399644.00
2014,July 17th,Grateful Dead 1972 Bremen Beat Club Studio Performance,Concert/Performance,,n/a,
2014,April 10th,Dans la cour,Comedy,23793.00,n/a,23793.00
2014,September 25th,The Anomaly,Action,105632.00,n/a,105632.00
2014,June 5th,Charlieâ€™s Country,Drama,942543.00,39436.00,981979.00
2013,September 5th,InSpectres,Comedy,,2207.00,
2013,September 4th,La maison de la radio,Documentary,,8060.00,
2014,July 18th,The Purge: Anarchy,Thriller/Suspense,39972331.00,71562550.00,111534881.00
2014,July 18th,Sex Tape,Comedy,87526036.00,38543473.00,126069509.00
2013,November 1st,About Time,Romantic Comedy,71685717.00,15323921.00,87009638.00
2013,August,Oxygen for the Ears: Living Jazz,Documentary,,23048.00,
2013,August 30th,Satyagraha,Drama,9591353.00,738525.00,10329878.00
2013,August 31st,Blue Exorcist: The Movie,Action,,n/a,
2013,August 30th,One Direction: This is Us,Concert/Performance,39539646.00,28873374.00,68413020.00
2013,August 30th,Our Nixon,Documentary,,20486.00,
2013,August,Breath of the Gods,Documentary,,n/a,
2013,August 30th,Last Flight of the Champion,Adventure,,2597.00,
2013,August 30th,I Declare War,Drama,,14928.00,
2013,August 30th,The Lifeguard,Drama,,n/a,
2013,August 30th,Getaway,Thriller/Suspense,1312051.00,10501938.00,11813989.00
2013,August 30th,No se Aceptan Devoluciones,Comedy,56019410.00,44467206.00,100486616.00
2013,August 30th,Afternoon Delight,Comedy,,174496.00,
2013,August 29th,The story of our hearts,Drama,,n/a,
2013,August 30th,Approaching Midnight,Drama,,n/a,
2013,August 28th,I am a Girl,Documentary,10549.00,n/a,10549.00
2013,April 4th,Ilo Ilo,Drama,1274609.00,54071.00,1328680.00
2013,August 30th,American Made Movie,Documentary,,45175.00,
2013,August 23rd,You're Next,Horror,8393171.00,18494006.00,26887177.00
2013,August 28th,Closed Circuit,Thriller/Suspense,796531.00,5750995.00,6547526.00
2012,August 3rd,Sushi: The Global Catch,Documentary,,5757.00,
2012,August 3rd,Total Recall,Action,152978119.00,58877969.00,211856088.00
2013,August 23rd,Una Noche,Drama,529766.00,79813.00,609579.00
2012,August 3rd,Reign of Assassins,Action,11354230.00,n/a,11354230.00
2012,August 3rd,Free Radicals: A History of Experimental Film,Documentary,,3804.00,
2012,August 17th,ParaNorman,Adventure,52116611.00,56003051.00,108119662.00
2012,August 3rd,Mosquita y Mari,Drama,,n/a,
2012,March 13th,Eva,Drama,17073.00,16738.00,33811.00
2012,August 3rd,Spanish Movie,Comedy,11305452.00,n/a,11305452.00
2012,August 3rd,The Babymakers,Comedy,250772.00,5783.00,256555.00
2012,August 3rd,Assassinâ€™s Bullet,Drama,,n/a,
2012,August 3rd,Diary of a Wimpy Kid: Dog Days,Adventure,28221033.00,49008662.00,77229695.00
2012,August 2nd,Craigslist Joe,Documentary,,n/a,
2012,January 25th,Do-nui mat,Thriller/Suspense,422763.00,n/a,422763.00
2012,August 3rd,Celeste and Jesse Forever,Romantic Comedy,684282.00,3103407.00,3787689.00
2012,July 27th,Zhao shi gu er,Drama,6963.00,n/a,6963.00
2012,July 27th,Rites of Spring,Thriller/Suspense,,n/a,
2012,July 27th,The Watch,Comedy,32777045.00,34353000.00,67130045.00
2012,July 27th,Nuit #1,Drama,,n/a,
2012,July 27th,Searching for Sugar Man,Documentary,8948401.00,3965090.00,12913491.00
2012,July 26th,Wu Dang,Action,5340000.00,n/a,5340000.00
2012,July 27th,Big Boys Gone Bananas,Documentary,,n/a,
2012,July 27th,Klovn: The Movie,Black Comedy,,28000.00,
2015,April 3rd,Tempo instabile con probabili schiarite,Comedy,192077.00,n/a,192077.00
2015,April 3rd,Soldato Semplice,Comedy,275747.00,n/a,275747.00
2015,April 3rd,La scelta,Drama,1142974.00,n/a,1142974.00
2012,July 27th,Step Up Revolution,Drama,130477613.00,35074677.00,165552290.00
2015,April 3rd,SBK The-Movie,Comedy,,4950.00,
2015,May 1st,Marie's Story,Drama,222484.00,11720.00,234204.00
2015,April 3rd,MÃ¼nafik,Horror,61372.00,n/a,61372.00
2015,April 3rd,San geng che ku,Horror,1140000.00,n/a,1140000.00
2015,April 3rd,Lambert & Stamp,Documentary,,183320.00,
2015,April 3rd,Gun & Goal,Drama,173.00,n/a,173.00
2015,June 10th,Le Journal d'une femme de chambre,Drama,1794752.00,53581.00,1848333.00
2015,April 3rd,The Living,Thriller/Suspense,,5514.00,
2015,April 3rd,The Girl is in Trouble,Thriller/Suspense,,n/a,
2015,April 3rd,Far Too Far,Drama,,15000.00,
2015,April 3rd,The Invincible Piglet,Comedy,50000.00,n/a,50000.00
2015,April 3rd,Gespensterjager,Adventure,2136891.00,n/a,2136891.00
2015,April 3rd,Effie Gray,Drama,,n/a,
2015,April 3rd,Eipuriru fÃ»ruzu,Comedy,6652777.00,n/a,6652777.00
2015,April 3rd,Electric Slide,Drama,,n/a,
2015,April 3rd,Detective Byomkesh Bakshy,Drama,63002.00,338637.00,401639.00
2015,April 3rd,Cuccioli - Il paese del vento,Adventure,135832.00,n/a,135832.00
2015,April 3rd,Chung fung che,Drama,4604136.00,n/a,4604136.00
2015,April 3rd,David and Goliath,Drama,,316117.00,
2015,April 3rd,Cut Bank,Thriller/Suspense,213012.00,n/a,213012.00
2015,April 3rd,Cheatin',Drama,,15077.00,
2016,March 4th,Whiskey Tango Foxtrot,Comedy,2267413.00,23083334.00,25350747.00
2016,March 4th,Vulcania,Thriller/Suspense,4901.00,n/a,4901.00
2016,March 4th,White Lies,Drama,,2760.00,
2016,March 4th,Trapped,Documentary,,63240.00,
2016,March 4th,Tryapichnyy soyuz,Comedy,29242.00,n/a,29242.00
2016,March 4th,Road Games,Thriller/Suspense,,n/a,
2016,March 4th,Seom. Sa-ra-jin sa-ram-deul,Drama,106019.00,n/a,106019.00
2016,March 4th,Saint Amour,Comedy,3203410.00,n/a,3203410.00
2016,March 4th,SÃªrÃ¢-fuku to kikanjÃ»: SotsugyÃ´,Action,243965.00,n/a,243965.00
2016,March 4th,Poveda,Documentary,203124.00,n/a,203124.00
2016,March 4th,Pokkiri Raja,Comedy,19946.00,n/a,19946.00
2016,March 4th,Musudan,Action,86953.00,n/a,86953.00
2016,March 4th,El Movimiento,Drama,2997.00,n/a,2997.00
2016,March 4th,Mi rifaccio il trullo,Comedy,113361.00,n/a,113361.00
2016,January 17th,Meu Amigo Hindu,Drama,97713.00,n/a,97713.00
2016,March 4th,Opera Roma: La Cenerentola,Concert/Performance,4523.00,n/a,4523.00
2016,March 4th,Mekong Hotel,Multiple Genres,,2502.00,
2016,March 5th,The Met: Live in HD - Manon Lescaut,Concert/Performance,513137.00,1770000.00,2283137.00
2016,March 4th,Maheshinte Prathikaram,Drama,54303.00,n/a,54303.00
2016,March 4th,KaÃ§ma Birader,Comedy,1252169.00,n/a,1252169.00
2016,March 4th,Jai Gangaajal,Drama,115430.00,n/a,115430.00
2016,March 4th,Mahana,Action,947082.00,n/a,947082.00
2018,April 13th,Submergence,Drama,723779.00,n/a,723779.00
2018,March 1st,Za Granyu Realnosti,Adventure,2261212.00,n/a,2261212.00
2018,March 1st,Puoi Baciare Lo Sposo,Comedy,2981146.00,n/a,2981146.00
2018,September 14th,Here Comes the Grump,Adventure,4077334.00,2150.00,4079484.00
2018,March 1st,Kupi Menya,Drama,410048.00,n/a,410048.00
2016,March 4th,Huset,Thriller/Suspense,,n/a,
2018,March 1st,Da Yao Shi,Romantic Comedy,,n/a,
2018,March 1st,Dovlatov,Drama,2184870.00,n/a,2184870.00
2018,March 1st,So Dna Vershiny,Drama,499310.00,n/a,499310.00
2018,March 2nd,Red Sparrow,Thriller/Suspense,99077356.00,46874505.00,145951861.00
2018,February 28th,Liteul Poleseuteu,Drama,10018158.00,n/a,10018158.00
2018,February 28th,Geiteu,Drama,734832.00,n/a,734832.00
2018,February 28th,La fÃªte est finie,Drama,,n/a,
2018,February 24th,Sconnessi,Comedy,1184616.00,n/a,1184616.00
2018,February 24th,Duck Duck Goose,Adventure,18783531.00,n/a,18783531.00
2018,February 23rd,Welcome to New York,Comedy,100300.00,n/a,100300.00
2018,February 27th,Primal Rage,Horror,,n/a,
2018,February 23rd,VeÄ�ne Tvoja NevernÃ¡,Romantic Comedy,716668.00,n/a,716668.00
2018,February 23rd,Vsya nasha nadezhda,Drama,525.00,n/a,525.00
2018,February 28th,Did You Wonder Who Fired The Gun?,Documentary,,n/a,
2018,February 23rd,V Pitere - pet. Sergey Shnurov,Documentary,2933.00,n/a,2933.00
2018,February 23rd,That's Not My Dog!,Comedy,104243.00,n/a,104243.00
2018,February 23rd,Sonu Ke Titu Ki Sweety,Romantic Comedy,20686846.00,n/a,20686846.00
2017,March 3rd,Wolves,Drama,,n/a,
2018,February 24th,Birds of a Feather 2,Drama,,n/a,
2017,March 3rd,Verdwijnen,Drama,55679.00,n/a,55679.00
2017,September 1st,Viceroyâ€™s House,Drama,10800074.00,1105717.00,11905791.00
2017,March 3rd,Ãšnos,Drama,1633205.00,n/a,1633205.00
2017,March 3rd,Wish to Wash with Rain,Documentary,8203.00,n/a,8203.00
2017,March 3rd,El teorema de Santiago,Documentary,310.00,n/a,310.00
2017,March 3rd,Tim Timmerman: Hope of America,Comedy,,97787.00,
2017,March 3rd,Shabhaye Zayendeh-Rood,Drama,3536.00,n/a,3536.00
2017,March 3rd,Table 19,Comedy,1005503.00,3614896.00,4620399.00
2017,March 3rd,Sex Doll,Thriller/Suspense,49957.00,n/a,49957.00
2017,March 3rd,The Shack,Drama,39522040.00,57386418.00,96908458.00
2018,February 23rd,Survivors Guide to Prison,Documentary,,n/a,
2017,March 3rd,Reis,Drama,538551.00,n/a,538551.00
2017,March 3rd,The Settlers,Documentary,,n/a,
2017,March 3rd,Omicidio All'Italian,Comedy,1041598.00,n/a,1041598.00
2017,March 3rd,Neckan,Thriller/Suspense,5075.00,n/a,5075.00
2017,March 3rd,Patients,Drama,8693823.00,n/a,8693823.00
2017,March 3rd,Nakom,Drama,,n/a,
2017,June 30th,Maria Sklodowska Curie,Drama,1815448.00,127993.00,1943441.00
2017,March 3rd,Love & Taxes,Romantic Comedy,,33150.00,
2017,March 3rd,Lyubov Pret-a-Porte,Comedy,270790.00,n/a,270790.00
2017,March 3rd,National Theater Live Hedda Gabler,Concert/Performance,1085982.00,n/a,1085982.00
2017,March 3rd,Lavender,Thriller/Suspense,,n/a,
2017,March 3rd,Lobanovskiy Forever,Documentary,2249.00,n/a,2249.00
2008,December 5th,Cadillac Records,Drama,746965.00,8195551.00,8942516.00
2008,December 5th,Ciao,,,49494.00,
2008,December 5th,Amexicano,Drama,,8387.00,
2008,November 28th,Rome & Jewel,Drama,,470.00,
2008,December 5th,The Black Balloon,Drama,,10342.00,
2008,November 28th,Oye Lucky! Lucky Oye!,Comedy,1532709.00,80037.00,1612746.00
2008,November 26th,Transporter 3,Action,81215895.00,31715062.00,112930957.00
2008,November 28th,Babine,Drama,,2626308.00,
2008,November 26th,Four Christmases,Comedy,48165518.00,120146040.00,168311558.00
2008,November 26th,Sodot Ha,Drama,,122094.00,
2008,November 21st,Yuvvraaj,Musical,4793674.00,565440.00,5359114.00
2008,November 26th,Australia,Drama,165526808.00,49554002.00,215080810.00
2008,November 25th,The Nutty Professor,Adventure,,n/a,
2008,November 21st,Twilight,Drama,209510305.00,192769854.00,402280159.00
2008,November 21st,Special,Drama,19620.00,7202.00,26822.00
2008,November 21st,One Day You'll Understand,Drama,,115925.00,
2008,November 26th,Milk,Drama,25452072.00,31841299.00,57293371.00
2008,November 21st,I Can't Think Straight,Romantic Comedy,,39576.00,
2008,March 18th,Winter in Wartime,Drama,9119354.00,542860.00,9662214.00
2008,November 21st,The Betrayal,Documentary,,41271.00,
2008,November 21st,Bolt,Adventure,213961450.00,114053579.00,328015029.00
2011,September 23rd,Mausam,,7810976.00,725966.00,8536942.00
2011,September 23rd,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",Documentary,,183342.00,
2008,November 21st,Lake City,Drama,,12686.00,
2008,November 21st,Henry May Long,,,n/a,
2011,September 23rd,Machine Gun Preacher,Drama,3183298.00,538690.00,3721988.00
2011,September 23rd,Killer Elite,Action,40284060.00,25124986.00,65409046.00
2011,September 23rd,Mardi Gras: Spring Break,Comedy,,n/a,
2011,September 23rd,Limelight,Documentary,,60335.00,
2011,September 23rd,Humans Vs. Zombies,Horror,,n/a,
2011,September 23rd,Dolphin Tale,Drama,23781945.00,72286779.00,96068724.00
2011,September 23rd,A Bird of the Air,Romantic Comedy,,10152.00,
2011,September 23rd,Abduction,Thriller/Suspense,58561204.00,28087155.00,86648359.00
2011,March 2nd,Black Butterflies,Drama,116670.00,n/a,116670.00
2011,September 20th,Pearl Jam Twenty,Documentary,,471334.00,
2011,September 23rd,@urFRENZ,Thriller/Suspense,,n/a,
2011,September 16th,The Weird World of Blowfly,Documentary,,3062.00,
2011,September 22nd,Do-ga-ni,Drama,29056658.00,n/a,29056658.00
2011,August 2nd,Top Cat,Adventure,6756182.00,n/a,6756182.00
2011,September 17th,Anfea: The Answer,Drama,24136016.00,n/a,24136016.00
2011,September 16th,La tÃªte en friche,Comedy,,n/a,
2011,September 23rd,Incendiary: The Willingham Case,Documentary,,21882.00,
2011,September 16th,Stay Cool,Comedy,,n/a,
2014,July 16th,Ju-on: Owari no hajimari,Horror,3130660.00,n/a,3130660.00
2014,July 16th,The Met Live in HD: The Enchanted Island,Concert/Performance,,n/a,
2014,July 14th,Hin und weg,Comedy,8805.00,n/a,8805.00
2011,September 16th,Sykt lykkelig,Drama,219679.00,45154.00,264833.00
2011,September 16th,Straw Dogs,Thriller/Suspense,929380.00,10324441.00,11253821.00
2014,July 18th,K Missing Kings,Action,725702.00,n/a,725702.00
2014,July 11th,Where Was God,Documentary,,n/a,
2014,July 11th,Underwater Dreams,Documentary,,n/a,
2014,July 11th,Road to Paloma,Drama,2191.00,n/a,2191.00
2014,July 11th,The Perfect Wave,Drama,,n/a,
2014,July 11th,Made in America,Documentary,,n/a,
2014,September 5th,Supercondriaque,Comedy,50160446.00,n/a,50160446.00
2014,July 11th,Las horas muertas,Drama,76044.00,7879.00,83923.00
2014,July 11th,As It Is in Heaven,Drama,,13486.00,
